Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
0bG9080DtEBTCZNGfGNUL,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present,Paved paths present;Narrow paths present;Linear paths present,Benches present;Chairs present;Movable seats present,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Decorative signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present;Recreational activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;Sculptures present,Traditional buildings present;Vernacular buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Not applicable,Street vendors present;Shops present;Cafés present,Pedestrian paths present,Not applicable,Not applicable,,
0bYEQwLcvwlGZinBUT8ns,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,Bright colours present,Contemporary buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1258724164547347,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Curved paths present,No seating,Residential buildings present;Modern buildings present,Directional signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Not applicable,Not applicable,Not applicable,Inviting,
1260331691303817,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Safety signs present;Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Recycling bins present,Safe and secure
1260686667705883,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Unpaved paths present;Wide paths present;Linear paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Not applicable,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1261209044336635,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Commercial buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present;Leisure activities present,Not applicable,Clear sight lines,Fences present;Safety lighting,Physical barriers present (fences,walls),Bright colours present,Contemporary buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Information kiosks present,Not applicable,Pedestrian paths present,Not applicable,Not applicable,Safe and secure
1262642404279890,Park;Waterfront,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Grass present,Paved paths present;Curved paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Panoramic views present,Safety lighting,No barriers,Water features present,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1262738530786619,Street,Enclosed,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,No seating,Modern buildings present;Historic buildings present;Commercial buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Transportation activities present,Not applicable,Clear sight lines,Not applicable,No barriers,No decorative elements,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Not applicable,Shops present,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,
1263557854320359,Park,Open,Medium (500–2000 m²),Natural lighting;Poorly lit,Well maintained,Trees present;Grass present,Paved paths present;Narrow paths present;Linear paths present,Benches present;Picnic tables present,Residential buildings present,Informational signs present,Empty,Not applicable,No accessibility features,Clear sight lines,Safety lighting,No barriers,No decorative elements,Traditional buildings present;Vernacular buildings present,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,
1270030190061430,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present,Informational signs present,Empty,Not applicable,No accessibility features,Clear sight lines,Not applicable,Physical barriers present (fences,walls),Bright colours present,Contemporary buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Comfortable
1272540470813157,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Bushes present;Grass present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Dark colours present;Monochrome elements present,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure,
1272741153453790,Street,Structured,Small (<500 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present;Intersecting paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Sunny,Cool (10–20 °C),Quiet;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure,
1275551216463038,Street,Open,Small (<500 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present;Intersecting paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Transportation activities present;Social activities present,No accessibility features,Clear sight lines,Safety lighting;Safety signs present,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Bicycle lanes present;Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure,
1276070922807364,Park,Organic,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Unpaved paths present;Wide paths present;Curved paths present;Intersecting paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present,Fences present,Physical barriers present (fences,walls),No decorative elements,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting
1278047469550420,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Safety signs present;Fences present;Walls present,Physical barriers present (fences,walls),Bright colours present,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure
1286840255495528,Park;Waterfront,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present,Unpaved paths present;Narrow paths present;Curved paths present,Benches present;Custom seats present,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Panoramic views present,Not applicable,No barriers,Water features present,Traditional buildings present,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting;Comfortable;Safe and secure,
1287652558419083,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present;Intersecting paths present,No seating,Residential buildings present,Directional signs present,Empty,Not applicable,Ramps present,Clear sight lines,Safety signs present,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Traffic noise present,Daytime,Not applicable,No commercial activities,Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Safe and secure,
1287694948546778,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,Bright colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,
1290695434833674,Park;Waterfront,Open,Large (>2000 m²),Natural lighting,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Informational signs present,Empty,Recreational activities present;Leisure activities present;Transportation activities present;Sports activities present,No accessibility features,Clear sight lines;Panoramic views present,Safety lighting,Natural barriers present (rivers,hills),Water features present,Not applicable,Informal gathering points present,Not applicable,No design features,Cloudy,Cold (<10 °C),Quiet;Natural sounds present,Daytime,Fitness equipment present,No commercial activities,Pedestrian paths present;Bicycle lanes present,Not applicable,Not applicable,Inviting
1290862371597218,Park,Open,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Picnic tables present,Modern buildings present;Historic buildings present;Residential buildings present,Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Panoramic views present,Safety lighting,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting
1293115788058375,Street,Open,Medium (500–2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,Not applicable,Clear sight lines,Safety lighting,No barriers,Bright colours present,Vernacular buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Cool (10–20 °C),Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure,
1294042367755968,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Fences present;Safety signs present,Physical barriers present (fences,walls),No decorative elements,Vernacular buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure
1294251944622898,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Residential buildings present;Commercial buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Transportation activities present;Sports activities present,No accessibility features,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present,Not applicable,No gathering points,Not applicable,Not applicable,Cloudy,Cool (10–20 °C),Moderate;Natural sounds present;Traffic noise present,Daytime,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting
1296656797814079,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Curved paths present,Benches present;Picnic tables present,Residential buildings present;Commercial buildings present,No signage,Empty,Recreational activities present;Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Vernacular buildings present,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Trash bins present,Shops present;Cafés present,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1439303619794963,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present,Paved paths present;Linear paths present,Chairs present;Movable seats present,Historic buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,No accessibility features,Clear sight lines,Not applicable,Physical barriers present (fences,walls),Bright colours present,Traditional buildings present,Informal gathering points present,Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate,Daytime,Not applicable,Street vendors present;Cafés present,Pedestrian paths present,Not applicable,Not applicable,Inviting
1440638759601991,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present;Picnic tables present,Residential buildings present,Not applicable,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,Informal gathering points present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Parking spaces present;Pedestrian paths present,Not applicable,Not applicable,Inviting
1441648926192692,Street,Structured,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Flower beds present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present;Social activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting,Physical barriers present (fences,walls),Bright colours present,Traditional buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet,Daytime,Not applicable,Shops present,Pedestrian paths present,Not applicable,Not applicable,Inviting
1443772112656198,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,No accessibility features,Clear sight lines,Safety lighting,Physical barriers present (fences,walls),Monochrome elements present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Not applicable,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Information kiosks present;Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Not applicable,Not applicable,Inviting
1446929005654565,Street,Open,Not applicable,Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Narrow paths present;Linear paths present,No seating,Historic buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Hidden corners present,Safety lighting;Walls present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,No gathering points,Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting
1447578899154773,Street,Open,Medium (500–2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Curved paths present,No seating,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure,
1456924748373499,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present;Narrow paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,
1458612921288934,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Not applicable,No seating,Residential buildings present,Informational signs present,Empty,Not applicable,Not applicable,Clear sight lines;Panoramic views present,Safety lighting,No barriers,No decorative elements,Contemporary buildings present,No gathering points,Not applicable,Not applicable,Cloudy,Cold (<10 °C),Traffic noise present,Daytime,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Inviting,
1468772296798270,Street,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Chairs present;Movable seats present,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present;Cultural activities present,Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present;Gender diversity present,Not applicable,Sunny,Warm (20–30 °C),Moderate,Daytime,Trash bins present,Street vendors present;Shops present;Cafés present,Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,Inclusive,
1469124630599139,Street,Structured,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Bushes present;Grass present,Paved paths present;Linear paths present;Intersecting paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Safety signs present,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Public transport access present;Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,
1473915559612975,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,No seating,Not applicable,Informational signs present,Empty,Transportation activities present,No accessibility features,Obstructed views present;Hidden corners present,Safety signs present,Physical barriers present (fences,walls),Bright colours present;Dark colours present,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Not applicable,Not applicable,Not applicable,Safe and secure
1475483859469336,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Empty,Not applicable,Not applicable,Clear sight lines,Not applicable,Physical barriers present (fences,walls),No decorative elements,Vernacular buildings present,No gathering points,Not applicable,Not applicable,Sunny,Cold (<10 °C),Quiet,Daytime,Trash bins present,Not applicable,Pedestrian paths present,Not applicable,Recycling bins present,Safe and secure
