Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
0bG9080DtEBTCZNGfGNUL,Street;Public plaza,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present;Chairs present;Custom seats present,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Commercial activities present;Social activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Fences present;Walls present,Physical barriers present (fences,walls),Bright colours present;Dark colours present;Street art present,Traditional buildings present,Edge gathering points present;Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate,Daytime,Not applicable,Street vendors present;Shops present;Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,
0bYEQwLcvwlGZinBUT8ns,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Transportation activities present;Social activities present,Wide entrances present,Clear sight lines;Obstructed views present,Safety lighting,No barriers,Bright colours present;Dark colours present,Contemporary buildings present,Edge gathering points present,Not applicable,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting;Accessible;Comfortable;Safe and secure,
1258724164547347,Street,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present;Wide paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety signs present,No barriers,Bright colours present;Dark colours present,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1260331691303817,Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences,walls),No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,
1260686667705883,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Unpaved paths present;Wide paths present;Linear paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Hidden corners present,Not applicable,Natural barriers present,Dark colours present;No decorative elements,Not applicable,Informal gathering points present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1261209044336635,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Historic buildings present;Commercial buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present;Hidden corners present,Safety lighting;Fences present;Walls present,Physical barriers present (fences,walls),Bright colours present;Monochrome elements present,Traditional buildings present;Contemporary buildings present,Edge gathering points present,Not applicable,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Information kiosks present,Shops present,Public transport access present;Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,Inviting
1262642404279890,Park;Waterfront;Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Neglected,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present;Curved paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Hidden corners present,Safety lighting,No barriers,Dark colours present;No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Cold (<10 °C),Quiet;Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1262738530786619,Street,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,No seating,Modern buildings present;Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Transportation activities present;Commercial activities present,Ramps present;Tactile paving present,Clear sight lines,Safety lighting;Walls present,Physical barriers present (fences,walls),Monochrome elements present;Sculptures present,Traditional buildings present;Contemporary buildings present;Eclectic buildings present,No gathering points,Not applicable,Wheelchair-accessible features present,Cloudy,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Not applicable,Shops present;Cafés present,Pedestrian paths present;Parking spaces present,Historic monuments present;Culturally significant features present,Not applicable,Accessible
1263557854320359,Park,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present;Picnic tables present,Residential buildings present,Informational signs present,Empty,Recreational activities present;Leisure activities present;Cultural activities present,No accessibility features,Clear sight lines;Obstructed views present;Hidden corners present,Safety lighting,No barriers,Dark colours present;Monochrome elements present,Traditional buildings present,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present;Natural sounds present,Daytime,Information kiosks present;Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Culturally significant features present,Not applicable,,
1270030190061430,Street;Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Clean;Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Dark colours present,Contemporary buildings present,Edge gathering points present,Not applicable,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting
1272540470813157,Street,Open,Large (>2000 m²),Natural lighting;Well lit;Artificial lighting,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Narrow paths present;Linear paths present,No seating,Residential buildings present;Modern buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Safety lighting,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime;Seasonal variations,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Accessible
1272741153453790,Street,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present;Contemporary buildings present,Informational signs present,Empty,Transportation activities present,Ramps present,Clear sight lines;Obstructed views present;Hidden corners present,Safety lighting;Fences present,No barriers,No decorative elements,Contemporary buildings present;Traditional buildings present,No gathering points,Not applicable,Wheelchair-accessible features present,Sunny,Cool (10–20 °C),Quiet;Natural sounds present,Daytime;Seasonal variations,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,
1275551216463038,Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,Not applicable,Clear sight lines;Obstructed views present,Safety signs present,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Bicycle lanes present,Not applicable,Not applicable,
1276070922807364,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Unpaved paths present;Wide paths present;Linear paths present,Custom seats present,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present;Hidden corners present,Fences present,Natural barriers present,Dark colours present;Monochrome elements present,Not applicable,Informal gathering points present,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1278047469550420,Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present;Leisure activities present,No accessibility features,Clear sight lines,Safety lighting;Fences present;Walls present;Safety signs present,Physical barriers present (fences,walls),Bright colours present;Dark colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime;Seasonal variations,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,
1286840255495528,Park;Waterfront,Open,Large (>2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Unpaved paths present;Narrow paths present;Curved paths present,Benches present,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Panoramic views present,Not applicable,Natural barriers present (rivers,hills),Monochrome elements present,Not applicable,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Public art installations present,Not applicable,
1287652558419083,Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Intersecting paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Empty,Transportation activities present,Ramps present,Clear sight lines,Safety lighting;Safety signs present,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Traffic noise present,Daytime,Not applicable,No commercial activities,Bicycle lanes present;Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1287694948546778,Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present;Leisure activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,Bright colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1290695434833674,Park;Waterfront;Playground,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Shaded areas,Well maintained,Trees present;Grass present;Little greenery,Paved paths present;Unpaved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Informational signs present,Empty,Recreational activities present;Leisure activities present;Sports activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,Monochrome elements present;No decorative elements,Not applicable,Informal gathering points present,Not applicable,Adapted play equipment present,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present;Traffic noise present,Daytime,Trash bins present;Play areas present;Fitness equipment present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1290862371597218,Park;Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present,Picnic tables present,Modern buildings present;Historic buildings present;Residential buildings present;Commercial buildings present,Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting,No barriers,Street art present,Traditional buildings present;Contemporary buildings present,Informal gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime;Seasonal variations,Trash bins present,Shops present,Public transport access present;Pedestrian paths present;Parking spaces present,Public art installations present,Not applicable,Accessible,
1293115788058375,Street,Open,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Modern buildings present;Historic buildings present;Residential buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Transportation activities present,Ramps present,Clear sight lines,Safety lighting;Safety signs present,No barriers,Bright colours present,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,Wheelchair-accessible features present,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Recycling bins present,Accessible,
1294042367755968,Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Unpaved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting,No barriers,Bright colours present;Dark colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime;Seasonal variations,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1294251944622898,Park,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Sports activities present,No accessibility features,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences),Dark colours present;Monochrome elements present,Not applicable,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Moderate;Natural sounds present;Traffic noise present,Daytime;Seasonal variations,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting,
1296656797814079,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Neglected,Trees present;Grass present;Bushes present;Little greenery,Paved paths present;Narrow paths present;Linear paths present;Curved paths present;Intersecting paths present,Benches present;Picnic tables present,Residential buildings present;Commercial buildings present;Modern buildings present;Traditional buildings present,No signage,Empty,Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;Dark colours present,Traditional buildings present;Contemporary buildings present,Informal gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime;Seasonal variations,Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,,
1439303619794963,Street;Public plaza,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Chairs present,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Commercial activities present;Social activities present;Cultural activities present,Wide entrances present,Clear sight lines;Obstructed views present,Fences present,Physical barriers present (fences,walls),Bright colours present;Street art present,Traditional buildings present,Informal gathering points present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present;Multilingual signs present,Sunny,Warm (20–30 °C),Moderate;Loud;Natural sounds present,Daytime,Trash bins present,Street vendors present;Shops present;Cafés present,Pedestrian paths present,Public art installations present;Culturally significant features present,Not applicable,Inviting
1440638759601991,Park;Street,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present;Picnic tables present,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Transportation activities present,No accessibility features,Clear sight lines;Hidden corners present,Safety lighting;Fences present,Physical barriers present (fences,walls),Dark colours present;No decorative elements,Traditional buildings present,Informal gathering points present,Not applicable,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Inviting
1441648926192692,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present,Historic buildings present;Commercial buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Leisure activities present;Transportation activities present;Commercial activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety lighting;Fences present;Walls present,Physical barriers present (fences,walls),Bright colours present;Monochrome elements present,Traditional buildings present,Edge gathering points present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Not applicable,Shops present;Cafés present,Pedestrian paths present,Culturally significant features present,Not applicable,Inviting
1443772112656198,Street;Public plaza,Open,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Custom seats present,Modern buildings present;Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present;Directional signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Safety lighting,Physical barriers present (fences,walls),Bright colours present;Dark colours present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime,Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present,Not applicable,
1446929005654565,Street,Open,Medium (500-2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Bushes present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,No seating,Historic buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present;Leisure activities present,Ramps present,Clear sight lines,Safety lighting;Walls present,Physical barriers present (fences,walls),Monochrome elements present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20-30 °C),Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,
