Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
0bG9080DtEBTCZNGfGNUL,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present;Chairs present,Mixed-use buildings present,Informational signs present;Directional signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting;Fences present,No barriers,Bright colours present;Murals present;Street art present,Traditional buildings present;Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Restrooms present;Trash bins present,Shops present;Cafés present,Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present;Green building features present,Inviting,
0bYEQwLcvwlGZinBUT8ns,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present;Wide paths present,Benches present,Modern buildings present;Commercial buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,No safety measures,No barriers,Sculptures present,Contemporary buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Not applicable,Public transport access present;Pedestrian paths present,Not applicable,Use of renewable energy present,,,
1258724164547347,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting,No barriers,Murals present;Water features present,Traditional buildings present,No gathering points,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,No commercial activities,Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present,Inviting,
1260331691303817,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;Dark colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,No commercial activities,Pedestrian paths present,Monuments present,Recycling bins present,Comfortable,
1260686667705883,Park,Organic,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,No seating,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Hidden corners present,Not applicable,No barriers,Sculptures present;Street art present;Water features present,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Natural sounds present,Daytime,No amenities,No economic activities,Public transport access present;Pedestrian paths present,Monuments present;Culturally significant features present;Public art installations present,Recycling bins present;Water conservation measures present,Safe and secure,,
1261209044336635,Park;Street,Semi-enclosed,Small (<500 m²),Natural lighting;Artificial lighting;Shaded areas,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Historic buildings present;Residential buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Hidden corners present,Not applicable,Physical barriers present (fences,walls),Sculptures present;Water features present,Traditional buildings present;Eclectic buildings present;Vernacular buildings present,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Water fountains present,No commercial activities,Public transport access present;Bicycle lanes present;Parking spaces present,Public art installations present,Recycling bins present;Water conservation measures present,Diverse
1262642404279890,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Murals present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present,Monuments present,Recycling bins present,Inviting,
1262738530786619,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Benches present;Movable seats present,Modern buildings present;Historic buildings present;Commercial buildings present,Directional signs present;Informational signs present,Moderately populated (20–50 people),Leisure activities present;Transportation activities present,Handrails present;Ramps present,Clear sight lines,Fences present,No barriers,Murals present;Sculptures present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Wide entrances present;Wheelchair-accessible features present;Multilingual signs present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present,Shops present;Cafés present;Street vendors present,Public transport access present;Pedestrian paths present,Monuments present;Public art installations present,Sustainability,,
1263557854320359,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Clean,Trees present;Grass present,Paved paths present;Curved paths present,No seating,No signage,Empty,Recreational activities present,No accessibility features,Hidden corners present,No safety measures,No barriers,Murals present;Street art present,No architectural style,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,No public amenities,No economic activities,No transport connectivity,No cultural elements,No sustainability features,Comfortable,,
1270030190061430,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,No seating,Modern buildings present;Residential buildings present;Mixed-use buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,Physical barriers present (fences,walls),Trees present;Street art present,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Trash bins present,Shops present,Public transport access present;Pedestrian paths present,Public art installations present,Recycling bins present;Use of renewable energy present,Not applicable
1272540470813157,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting,Poorly lit,Neglected,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Obstructed views present,Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,No cultural elements present,"Not applicable,Not applicable"
1272741153453790,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,No accessibility features,Clear sight lines,Not applicable,Physical barriers present,No decorative elements,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Play areas present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Not applicable,Recycling bins present;Green building features present,Inviting,
1275551216463038,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Clean,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Weekday,Trash bins present,Street vendors present,Public transport access present,Not applicable,Not applicable,Comfortable,
1276070922807364,Park,Organic,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present;Narrow paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Panoramic views present,Not applicable,No barriers,Sculptures present;Street art present,Not applicable,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Monuments present;Public art installations present,Not applicable,Comfortable,
1278047469550420,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting,No barriers,Murals present;Water features present,Traditional buildings present,No gathering points,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,No commercial activities,Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present,Inviting,
1286840255495528,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present,No signage,Sparsely populated (<20 people),Recreational activities present,Ramps present;Handrails present,Clear sight lines,Not applicable,No barriers,Murals present;Water features present,Traditional buildings present,No gathering points,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present;Green building features present,Inviting,,
1287652558419083,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;Dark colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1287694948546778,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,Not applicable,Not applicable,No barriers,Murals present;Street art present,Traditional buildings present,No gathering points,Varied age groups present,Not applicable,Cloudy,Not applicable,Moderate;Natural sounds present,Daytime,Not applicable,Restrooms present;Water fountains present;Trash bins present,No commercial activities,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1290695434833674,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Shaded areas,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,No signage,Empty,Recreational activities present,No accessibility features,Clear sight lines,No safety measures,No barriers,Murals present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,No public amenities,No economic activities,No transport connectivity,No cultural elements,No sustainability features,Inviting,,,
1290862371597218,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Murals present;Sculptures present,Traditional buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Monuments present,Not applicable,Comfortable,
1293115788058375,Not applicable,Not applicable,Not applicable,Natural lighting;Artificial lighting;Poorly lit,Clean,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,No accessibility features,Obstructed views present,Safety signs present,Physical barriers present,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Moderate,Night,No public amenities,No commercial activities,No transport connectivity,No cultural elements,No sustainability features,Not applicable,
1294042367755968,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,No accessibility features,Clear sight lines,Not applicable,No barriers,Bright colours present;Water features present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present,Monuments present,Recycling bins present,Inviting,
1294251944622898,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Murals present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,No public amenities,No commercial activities,No transport connectivity,No cultural elements,No sustainability features,Inviting,,,
1296656797814079,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,No signage,Empty,Recreational activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Murals present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,No public amenities,No economic activities,No transport connectivity,No cultural elements,Not applicable,Inviting,,,
1439303619794963,Park,Square,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present,Modern buildings present,No signage,Crowded (>50 people),Recreational activities present;Social activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Murals present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present,Street vendors present;Shops present,Public transport access present;Pedestrian paths present,Historic monuments present;Public art installations present,"Recycling bins present;Green building features present,Inviting"
1440638759601991,Park,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present;Chairs present,Modern buildings present;Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,No gathering points,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,Shops present;Cafés present,Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present;Water conservation measures present,Inviting
1441648926192692,Park,Semi-enclosed,Small (<500 m²),Natural lighting;Well lit,Clean,Trees present;Flower beds present,Paved paths present,Benches present,Modern buildings present,No signage,Sparsely populated (<20 people),Recreational activities present,Ramps present,Clear sight lines,Not applicable,No barriers,Bright colours present;Murals present,Contemporary buildings present,No gathering points,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet,Night,Restrooms present,Shops present,Public transport access present,Monuments present,Recycling bins present,Inviting,
1443772112656198,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Artificial lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present;Chairs present,Modern buildings present;Commercial buildings present,Informational signs present;Directional signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present,Ramps present;Handrails present,Clear sight lines,Surveillance cameras present,No barriers,Bright colours present;Murals present,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present;Green building features present,Inviting,
1446929005654565,Park,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,Benches present,Modern buildings present;Historic buildings present,No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present,Ramps present;Handrails present,Clear sight lines,Safety lighting;Fences present,Physical barriers present (fences,walls),Sculptures present,Traditional buildings present;Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Water fountains present;Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Historic monuments present;Monuments present;Public art installations present,Recycling bins present;Green building features present,Inviting
1447578899154773,Street,Semi-enclosed,Large (>2000 m²),Natural lighting,Poorly lit,Neglected,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Murals present;Water features present,Traditional buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,No commercial activities,Pedestrian paths present,Monuments present,Recycling bins present,Accessible
1456924748373499,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,Murals present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
1458612921288934,Park,Semi-enclosed,Medium (500-2000 m²),Natural lighting;Artificial lighting;Well lit,Clean,Trees present;Grass present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,No accessibility features,Panoramic views present,Not applicable,No barriers,Sculptures present,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10-20 °C),Moderate;Natural sounds present,Daytime,Not applicable,Shops present,Bicycle lanes present;Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Comfortable,
1468772296798270,Street,Semi-enclosed,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present,Linear paths present;Curved paths present,Chairs present,Residential buildings present;Commercial buildings present;Mixed-use buildings present,Directional signs present;Interactive signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Cultural activities present,Handrails present,Clear sight lines,Safety lighting,No barriers,Bright colours present;Street art present,Not applicable,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate,Daytime,Restrooms present;Trash bins present,Street vendors present;Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting,
1469124630599139,Street,Semi-enclosed,Large (>2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present,Benches present;No seating,Residential buildings present;Mixed-use buildings present,Directional signs present;Informational signs present,Sparsely populated (<20 people),Recreational activities present;Transportation activities present,Handrails present;No accessibility features,Clear sight lines;Panoramic views present,Surveillance cameras present;Safety lighting,No barriers,Street art present;Sculptures present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Wide entrances present;Multilingual signs present;No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,Shops present;Cafés present,Public transport access present;Pedestrian paths present;Parking spaces present,Monuments present;Historic monuments present,Recycling bins present;Green building features present,Inviting,
