Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
1272741153453790,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Not applicable,Not applicable,Clear sight lines,Safety signs present,No barriers,Bright colours present,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Cool (10–20 °C),Not applicable,Daytime,Trash bins present,No commercial activities,Parking spaces present,Not applicable,Not applicable,Safe and secure,
1275551216463038,Street,Open,Medium (500–2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Transportation activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Cloudy,Cool (10–20 °C),Quiet;Traffic noise present,Daytime;Weekday,Not applicable,Not applicable,Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Accessible;Safe and secure,
1276070922807364,Park,Organic,Large (>2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Bushes present;Grass present,Paved paths present;Unpaved paths present;Linear paths present;Curved paths present,No seating,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1278047469550420,Street,Structured,Not applicable,Natural lighting;Well lit,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Safe and secure
1286840255495528,Park;Waterfront,Open,Large (>2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Unpaved paths present;Curved paths present,Benches present,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Panoramic views present,Not applicable,No barriers,Water features present,Not applicable,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Accessible,
1287652558419083,Street,Open,Not applicable,Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Vernacular buildings present,No gathering points,Not applicable,No design features,Sunny,Not applicable,Not applicable,Daytime,Not applicable,No commercial activities,Bicycle lanes present;Pedestrian paths present,Not applicable,Not applicable,Accessible,
1287694948546778,Street,Open,Not applicable,Natural lighting;Artificial lighting,Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,Not applicable,Clear sight lines,Safety lighting,No barriers,Bright colours present,Not applicable,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Safe and secure,
1290695434833674,Park;Waterfront,Open,Medium (500–2000 m²),Natural lighting,Well maintained,Trees present;Grass present,Paved paths present,Benches present,Not applicable,Informational signs present,Empty,Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines;Panoramic views present,Not applicable,Physical barriers present (fences,walls),No decorative elements,Not applicable,Informal gathering points present,Not applicable,No design features,Cloudy,Cool (10–20 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable
1290862371597218,Park;Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present,Picnic tables present,Residential buildings present;Mixed-use buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Transportation activities present,Wide entrances present,Clear sight lines,Safety lighting,No barriers,No decorative elements,Contemporary buildings present,Informal gathering points present,Not applicable,Wheelchair-accessible features present,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present,Daytime;Seasonal variations,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Accessible,
1293115788058375,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Not applicable,No barriers,No decorative elements,Traditional buildings present;Contemporary buildings present,No gathering points,Not applicable,Not applicable,Cool (10–20 °C),Cloudy,Moderate;Traffic noise present,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1294042367755968,Street,Open,Medium (500–2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Linear paths present,No seating,Residential buildings present,No signage,Empty,Transportation activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet,Daytime;Seasonal variations,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1294251944622898,Park,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Not applicable,Not applicable,Informal gathering points present,Not applicable,Not applicable,Cloudy,Cool (10–20 °C),Not applicable,Daytime;Seasonal variations,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1296656797814079,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit,Neglected,Trees present;Grass present;Little greenery,Paved paths present;Wide paths present;Curved paths present,Benches present,Residential buildings present,No signage,Empty,Not applicable,No accessibility features,Clear sight lines,No safety features,No barriers,No decorative elements,Not applicable,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Not applicable,Daytime;Weekday,Restrooms present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Accessible,
1439303619794963,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting,Clean;Well maintained,Trees present,Paved paths present;Linear paths present,No seating,Mixed-use buildings present;Commercial buildings present;Residential buildings present,Not applicable,Moderately populated (20–50 people),Cultural activities present;Commercial activities present;Social activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Bright colours present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate,Daytime,Not applicable,Street vendors present;Markets present,Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,Inviting;Diverse,
1440638759601991,Park;Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present,Benches present;Picnic tables present,Residential buildings present,No signage,Sparsely populated (<20 people),Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Fences present,No barriers,No decorative elements,Not applicable,Informal gathering points present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet,Daytime,Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
1441648926192692,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting,Well maintained,Trees present;Bushes present;Flower beds present,Paved paths present;Linear paths present,Not applicable,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Not applicable,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Bright colours present,Traditional buildings present,No gathering points,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate,Daytime,Not applicable,Shops present,Pedestrian paths present,Culturally significant features present,Not applicable,Inviting,
1443772112656198,Street;Public plaza,Open,Medium (500–2000 m²),Natural lighting;Artificial lighting,Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present,No seating,Historic buildings present;Commercial buildings present;Modern buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Transportation activities present;Commercial activities present;Social activities present,No accessibility features,Clear sight lines,Safety lighting,Physical barriers present,Bright colours present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Moderate,Daytime,Trash bins present,Shops present;Cafés present,Pedestrian paths present,Culturally significant features present,Recycling bins present,Accessible,
1446929005654565,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting,Well maintained,Trees present;Bushes present,Paved paths present;Wide paths present,No seating,Historic buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,No decorative elements,Traditional buildings present,No gathering points,Gender diversity present,No design features,Sunny,Warm (20–30 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1447578899154773,Street,Open,Not applicable,Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Safety lighting,No barriers,No decorative elements,Contemporary buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10-20 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Safe and secure,
1456924748373499,Street,Open,Not applicable,Natural lighting,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure
1458612921288934,Park;Street,Open,Large (>2000 m²),Natural lighting,Well maintained,Trees present;Grass present;Little greenery,Paved paths present,No seating,Residential buildings present,No signage,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,Artificial lighting,No barriers,Dark colours present;No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10–20 °C),Quiet;Natural sounds present,Daytime;Weekday,No public amenities,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
1468772296798270,Street;Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Bushes present,Paved paths present;Wide paths present,No seating,Commercial buildings present;Historic buildings present;Mixed-use buildings present,Informational signs present,Crowded (>50 people),Commercial activities present;Social activities present;Leisure activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Bright colours present,Traditional buildings present;Contemporary buildings present,Informal gathering points present,Varied age groups present;Gender diversity present,Not applicable,Sunny,Warm (20–30 °C),Moderate,Daytime;Weekend,Not applicable,Street vendors present;Shops present;Cafés present,Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,Inviting;Inclusive;Diverse,
1469124630599139,Street,Semi-enclosed,Not applicable,Natural lighting,Well maintained,Trees present,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present,Not applicable,Clear sight lines,Not applicable,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10-20 °C),Moderate;Traffic noise present,Daytime;Seasonal variations,Not applicable,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Safe and secure,
1473915559612975,Street,Open,Not applicable,Natural lighting;Well lit;Shaded areas,Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Curved paths present,No seating,Not applicable,Directional signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines;Obstructed views present,Safety signs present,Physical barriers present (fences,walls),No decorative elements,Not applicable,No gathering points,Not applicable,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,No public amenities,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Safe and secure
1475483859469336,Street,Semi-enclosed,Not applicable,Natural lighting;Well lit,Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,No seating,Residential buildings present,Informational signs present;Directional signs present,Sparsely populated (<20 people),Transportation activities present,No accessibility features,Clear sight lines,No barriers,No decorative elements,Traditional buildings present,No gathering points,Not applicable,No design features,Sunny,Cool (10–20 °C),Quiet,Daytime;Weekday,Trash bins present,No commercial activities,Pedestrian paths present;Parking spaces present,Not applicable,Not applicable,Comfortable,,
1475542796599249,Street,Structured,Not applicable,Artificial lighting;Poorly lit,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present,No seating,Residential buildings present,Informational signs present,Empty,Transportation activities present,No accessibility features,Clear sight lines;Hidden corners present,Safety lighting,No barriers,Not applicable,Traditional buildings present,No gathering points,Not applicable,No design features,Cloudy,Cool (10-20 °C),Not applicable,Daytime,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Safe and secure,
1476562143195137,Park,Open,Large (>2000 m²),Natural lighting,Well maintained,Trees present;Grass present,Paved paths present;Linear paths present,Picnic tables present;Benches present,Not applicable,No signage,Empty,Recreational activities present;Leisure activities present,No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Not applicable,Not applicable,No design features,Cloudy,Cool (10-20 °C),Quiet,Daytime;Seasonal variations,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Trash bins present,Accessible,
1717217798665246,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Well maintained,Trees present,Paved paths present;Wide paths present;Linear paths present,Benches present,Commercial buildings present;Residential buildings present;Historic buildings present,Informational signs present,Sparsely populated (<20 people),Transportation activities present;Commercial activities present,Not applicable,Clear sight lines,Not applicable,No barriers,No decorative elements,Traditional buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Moderate;Traffic noise present,Daytime,Trash bins present,Shops present,Pedestrian paths present,Not applicable,Not applicable,Comfortable,
